producto,ciudad,precio_kg,var_mensual_porcentaje,periodo
Sardinas en lata,Pereira,19741.0,9.06,2026-02-01
Ahuyama,Barranquilla,1046.0,3.67,2026-03-01
Arveja verde en vaina,Barranquilla,9959.0,0.09,2026-03-01
Cebolla cabezona blanca,Barranquilla,1669.0,7.4,2026-03-01
Cebolla junca,Barranquilla,3377.0,42.91,2026-03-01
Fríjol verde*,Barranquilla,9978.0,0.89,2026-03-01
Habichuela,Barranquilla,4883.0,-7.08,2026-03-01
Lechuga Batavia,Barranquilla,3051.0,3.25,2026-03-01
Pepino cohombro,Barranquilla,1375.0,-58.63,2026-03-01
Pimentón,Barranquilla,3906.0,32.68,2026-03-01
Remolacha,Barranquilla,2496.0,-7.25,2026-03-01
Repollo blanco,Barranquilla,1390.0,7.75,2026-03-01
Tomate*,Barranquilla,3495.0,-4.95,2026-03-01
Zanahoria,Barranquilla,1714.0,25.02,2026-03-01
Aguacate papelillo,Barranquilla,10638.0,-8.51,2026-03-01
Banano*,Barranquilla,1515.0,-20.6,2026-03-01
Coco,Barranquilla,5010.0,0.32,2026-03-01
Guayaba pera,Barranquilla,3928.0,17.85,2026-03-01
Limón Tahití,Barranquilla,3791.0,93.71,2026-03-01
Lulo,Barranquilla,6736.0,4.48,2026-03-01
Mango Tommy,Barranquilla,3989.0,18.72,2026-03-01
Maracuyá,Barranquilla,7026.0,17.89,2026-03-01
Mora de Castilla,Barranquilla,7356.0,5.87,2026-03-01
Naranja*,Barranquilla,2402.0,0.08,2026-03-01
Papaya*,Barranquilla,2671.0,-6.84,2026-03-01
Piña gold,Barranquilla,4869.0,19.34,2026-03-01
Tomate de árbol,Barranquilla,3900.0,35.56,2026-03-01
Papa negra*,Barranquilla,1367.0,-12.99,2026-03-01
Papa criolla limpia,Barranquilla,4602.0,27.23,2026-03-01
Plátano hartón verde,Barranquilla,3395.0,-2.75,2026-03-01
Yuca*,Barranquilla,2108.0,1.05,2026-03-01
Arroz de primera,Barranquilla,3382.0,-0.76,2026-03-01
Fríjol seco*,Barranquilla,6958.0,-1.3,2026-03-01
Lenteja importada,Barranquilla,5067.0,1.18,2026-03-01
Maíz blanco trillado,Barranquilla,2458.0,-3.04,2026-03-01
Queso costeño,Barranquilla,20750.0,-3.49,2026-03-01
"Carne de cerdo, lomo sin hueso",Barranquilla,20483.0,2.84,2026-03-01
"Carne de res, lomo fino",Barranquilla,51667.0,2.48,2026-03-01
Pechuga de pollo,Barranquilla,13050.0,-0.06,2026-03-01
Aceite vegetal mezcla**,Barranquilla,10026.0,0.92,2026-03-01
Azúcar sulfitada,Barranquilla,2995.0,0.0,2026-03-01
Café molido,Barranquilla,55391.0,0.49,2026-03-01
Galletas saladas,Barranquilla,17603.0,0.45,2026-03-01
Harina de trigo,Barranquilla,2163.0,1.07,2026-03-01
Harina precocida de maíz,Barranquilla,2888.0,1.58,2026-03-01
Jugo instantáneo (sobre),Barranquilla,86563.0,-0.63,2026-03-01
Lomitos de atún en lata,Barranquilla,41973.0,0.66,2026-03-01
Margarina,Barranquilla,19090.0,0.4,2026-03-01
Panela*,Barranquilla,6722.0,0.7,2026-03-01
Pastas alimenticias,Barranquilla,6005.0,1.11,2026-03-01
Sal yodada,Barranquilla,2575.0,1.5,2026-03-01
Salsa de tomate doy pack,Barranquilla,19916.0,1.24,2026-03-01
Sardinas en lata,Barranquilla,14363.0,3.72,2026-03-01
Ahuyama,Bogotá,1515.0,-1.75,2026-03-01
Arveja verde en vaina,Bogotá,5474.0,-1.9,2026-03-01
Cebolla cabezona blanca,Bogotá,1143.0,13.96,2026-03-01
Cebolla junca,Bogotá,3787.0,27.38,2026-03-01
Chócolo mazorca,Bogotá,1442.0,-16.21,2026-03-01
Fríjol verde*,Bogotá,4499.0,-17.13,2026-03-01
Habichuela,Bogotá,3283.0,-9.18,2026-03-01
Lechuga Batavia,Bogotá,1591.0,8.01,2026-03-01
Pepino cohombro,Bogotá,2314.0,-40.41,2026-03-01
Pimentón,Bogotá,5662.0,3.74,2026-03-01
Remolacha,Bogotá,2077.0,-4.06,2026-03-01
Tomate*,Bogotá,4311.0,13.75,2026-03-01
Zanahoria,Bogotá,1687.0,32.63,2026-03-01
Aguacate papelillo,Bogotá,10304.0,-2.02,2026-03-01
Banano*,Bogotá,2697.0,-0.26,2026-03-01
Coco,Bogotá,6278.0,-4.12,2026-03-01
Granadilla,Bogotá,8239.0,-13.36,2026-03-01
Guayaba pera,Bogotá,2970.0,14.41,2026-03-01
Limón Tahití,Bogotá,3724.0,83.18,2026-03-01
Lulo,Bogotá,5640.0,-0.88,2026-03-01
Mandarina*,Bogotá,9445.0,33.99,2026-03-01
Mango Tommy,Bogotá,5261.0,59.38,2026-03-01
Manzana royal gala importada,Bogotá,8781.0,-12.83,2026-03-01
Maracuyá,Bogotá,6027.0,7.24,2026-03-01
Mora de Castilla,Bogotá,6412.0,3.15,2026-03-01
Naranja*,Bogotá,2617.0,2.47,2026-03-01
Papaya*,Bogotá,2127.0,-1.25,2026-03-01
Pera importada,Bogotá,7554.0,-6.87,2026-03-01
Piña gold,Bogotá,2743.0,0.77,2026-03-01
Tomate de árbol,Bogotá,3332.0,5.98,2026-03-01
Uva red globe nacional,Bogotá,8244.0,3.84,2026-03-01
Arracacha*,Bogotá,3560.0,16.11,2026-03-01
Papa negra*,Bogotá,1656.0,-1.49,2026-03-01
Papa criolla limpia,Bogotá,4819.0,15.84,2026-03-01
Plátano hartón verde,Bogotá,3892.0,-14.84,2026-03-01
Yuca*,Bogotá,4089.0,18.15,2026-03-01
Arroz de primera,Bogotá,3083.0,3.7,2026-03-01
Arveja verde seca importada,Bogotá,3679.0,9.17,2026-03-01
Fríjol seco*,Bogotá,10214.0,-6.36,2026-03-01
Garbanzo importado,Bogotá,8406.0,3.04,2026-03-01
Lenteja importada,Bogotá,3760.0,-15.88,2026-03-01
Maíz blanco trillado,Bogotá,2110.0,-4.35,2026-03-01
Huevo tipo A**,Bogotá,400.0,17.3,2026-03-01
Queso costeño,Bogotá,19000.0,-13.88,2026-03-01
"Carne de cerdo, lomo sin hueso",Bogotá,21050.0,-1.23,2026-03-01
"Carne de res, lomo fino",Bogotá,54600.0,3.51,2026-03-01
Pechuga de pollo,Bogotá,18570.0,4.33,2026-03-01
Aceite vegetal mezcla**,Bogotá,8605.0,-0.23,2026-03-01
Azúcar sulfitada,Bogotá,3237.0,0.06,2026-03-01
Café molido,Bogotá,50952.0,1.0,2026-03-01
Galletas saladas,Bogotá,18578.0,5.45,2026-03-01
Harina de trigo,Bogotá,2712.0,0.04,2026-03-01
Harina precocida de maíz,Bogotá,4434.0,2.95,2026-03-01
Jugo instantáneo (sobre),Bogotá,82750.0,-2.75,2026-03-01
Lomitos de atún en lata,Bogotá,38635.0,73.95,2026-03-01
Margarina,Bogotá,15551.0,-2.0,2026-03-01
Panela*,Bogotá,5060.0,-1.84,2026-03-01
Pastas alimenticias,Bogotá,7487.0,2.07,2026-03-01
Sal yodada,Bogotá,1999.0,-3.34,2026-03-01
Salsa de tomate doy pack,Bogotá,17484.0,-1.03,2026-03-01
Sardinas en lata,Bogotá,18465.0,7.49,2026-03-01
Ahuyama,Bucaramanga,1303.0,1.64,2026-03-01
Arveja verde en vaina,Bucaramanga,5881.0,13.95,2026-03-01
Cebolla cabezona blanca,Bucaramanga,1266.0,4.54,2026-03-01
Cebolla junca,Bucaramanga,2528.0,34.4,2026-03-01
Chócolo mazorca,Bucaramanga,1651.0,-13.65,2026-03-01
Fríjol verde*,Bucaramanga,4562.0,-10.55,2026-03-01
Habichuela,Bucaramanga,4237.0,11.53,2026-03-01
Lechuga Batavia,Bucaramanga,1506.0,1.69,2026-03-01
Pepino cohombro,Bucaramanga,933.0,-56.44,2026-03-01
Pimentón,Bucaramanga,4875.0,26.62,2026-03-01
Remolacha,Bucaramanga,2364.0,-9.77,2026-03-01
Repollo blanco,Bucaramanga,1163.0,43.94,2026-03-01
Tomate*,Bucaramanga,3427.0,-1.15,2026-03-01
Zanahoria,Bucaramanga,1452.0,37.37,2026-03-01
Aguacate papelillo,Bucaramanga,10911.0,-2.03,2026-03-01
Banano*,Bucaramanga,2924.0,-0.31,2026-03-01
Granadilla,Bucaramanga,9020.0,-4.23,2026-03-01
Guayaba pera,Bucaramanga,2532.0,15.56,2026-03-01
Limón Tahití,Bucaramanga,3083.0,115.44,2026-03-01
Lulo,Bucaramanga,5476.0,-4.13,2026-03-01
Mandarina*,Bucaramanga,6138.0,33.29,2026-03-01
Mango Tommy,Bucaramanga,5110.0,48.24,2026-03-01
Manzana royal gala importada,Bucaramanga,8109.0,-10.61,2026-03-01
Maracuyá,Bucaramanga,5779.0,13.18,2026-03-01
Mora de Castilla,Bucaramanga,5221.0,7.27,2026-03-01
Naranja*,Bucaramanga,2090.0,13.28,2026-03-01
Papaya*,Bucaramanga,2201.0,0.05,2026-03-01
Pera importada,Bucaramanga,7747.0,-11.62,2026-03-01
Piña gold,Bucaramanga,2642.0,5.85,2026-03-01
Tomate de árbol,Bucaramanga,3815.0,21.38,2026-03-01
Uva red globe nacional,Bucaramanga,9193.0,8.04,2026-03-01
Arracacha*,Bucaramanga,1728.0,5.24,2026-03-01
Papa negra*,Bucaramanga,1594.0,1.46,2026-03-01
Papa criolla limpia,Bucaramanga,4137.0,31.08,2026-03-01
Plátano hartón verde,Bucaramanga,4469.0,-11.75,2026-03-01
Yuca*,Bucaramanga,2720.0,-1.02,2026-03-01
Arroz de primera,Bucaramanga,3800.0,-1.45,2026-03-01
Arveja verde seca importada,Bucaramanga,3682.0,-5.71,2026-03-01
Fríjol seco*,Bucaramanga,8799.0,-2.89,2026-03-01
Garbanzo importado,Bucaramanga,5954.0,0.49,2026-03-01
Lenteja importada,Bucaramanga,5168.0,-5.95,2026-03-01
Huevo tipo A**,Bucaramanga,368.0,17.57,2026-03-01
Queso costeño,Bucaramanga,23500.0,-5.05,2026-03-01
"Carne de res, lomo fino",Bucaramanga,93725.0,0.08,2026-03-01
Pechuga de pollo,Bucaramanga,12775.0,-2.12,2026-03-01
Azúcar sulfitada,Bucaramanga,3208.0,3.38,2026-03-01
Galletas saladas,Bucaramanga,19292.0,2.71,2026-03-01
Harina de trigo,Bucaramanga,3172.0,0.54,2026-03-01
Harina precocida de maíz,Bucaramanga,3059.0,1.02,2026-03-01
Lomitos de atún en lata,Bucaramanga,40774.0,2.14,2026-03-01
Margarina,Bucaramanga,16540.0,0.85,2026-03-01
Panela*,Bucaramanga,4779.0,-5.85,2026-03-01
Pastas alimenticias,Bucaramanga,6989.0,-2.55,2026-03-01
Sal yodada,Bucaramanga,2414.0,0.79,2026-03-01
Salsa de tomate doy pack,Bucaramanga,17627.0,0.48,2026-03-01
Sardinas en lata,Bucaramanga,18238.0,3.14,2026-03-01
Ahuyama,Cartagena,1531.0,9.12,2026-03-01
Cebolla cabezona blanca,Cartagena,1695.0,11.22,2026-03-01
Cebolla junca,Cartagena,3635.0,34.18,2026-03-01
Chócolo mazorca,Cartagena,1921.0,2.78,2026-03-01
Habichuela,Cartagena,5295.0,-13.52,2026-03-01
Lechuga Batavia,Cartagena,2442.0,5.94,2026-03-01
Pepino cohombro,Cartagena,1596.0,-51.15,2026-03-01
Pimentón,Cartagena,5836.0,25.21,2026-03-01
Remolacha,Cartagena,2530.0,-6.61,2026-03-01
Repollo blanco,Cartagena,1279.0,7.03,2026-03-01
Tomate*,Cartagena,3605.0,-1.58,2026-03-01
Zanahoria,Cartagena,1800.0,26.4,2026-03-01
Aguacate papelillo,Cartagena,12250.0,-2.16,2026-03-01
Coco,Cartagena,4895.0,-0.1,2026-03-01
Guayaba pera,Cartagena,3696.0,13.27,2026-03-01
Limón Tahití,Cartagena,4438.0,79.24,2026-03-01
Lulo,Cartagena,6390.0,-0.39,2026-03-01
Mandarina*,Cartagena,6987.0,21.58,2026-03-01
Mango Tommy,Cartagena,4939.0,22.19,2026-03-01
Mora de Castilla,Cartagena,6282.0,8.03,2026-03-01
Naranja*,Cartagena,2000.0,-1.04,2026-03-01
Papaya*,Cartagena,3279.0,13.38,2026-03-01
Pera importada,Cartagena,8313.0,-11.43,2026-03-01
Piña gold,Cartagena,3394.0,5.8,2026-03-01
Tomate de árbol,Cartagena,4278.0,23.18,2026-03-01
Uva red globe nacional,Cartagena,9213.0,1.73,2026-03-01
Papa negra*,Cartagena,1352.0,-4.79,2026-03-01
Papa criolla limpia,Cartagena,5199.0,29.39,2026-03-01
Plátano hartón verde,Cartagena,3020.0,-16.04,2026-03-01
Yuca*,Cartagena,1988.0,2.74,2026-03-01
Arroz de primera,Cartagena,3444.0,0.23,2026-03-01
Arveja verde seca importada,Cartagena,4500.0,-1.38,2026-03-01
Fríjol seco*,Cartagena,7875.0,-1.18,2026-03-01
Lenteja importada,Cartagena,6625.0,-1.52,2026-03-01
Maíz blanco trillado,Cartagena,2794.0,-0.96,2026-03-01
Huevo tipo A**,Cartagena,395.0,7.34,2026-03-01
Queso costeño,Cartagena,19750.0,-13.62,2026-03-01
"Carne de cerdo, lomo sin hueso",Cartagena,16100.0,1.49,2026-03-01
"Carne de res, lomo fino",Cartagena,59257.0,2.89,2026-03-01
Pechuga de pollo,Cartagena,12744.0,-5.69,2026-03-01
Aceite vegetal mezcla**,Cartagena,9815.0,0.0,2026-03-01
Azúcar sulfitada,Cartagena,2960.0,0.03,2026-03-01
Café molido,Cartagena,51909.0,-0.01,2026-03-01
Galletas saladas,Cartagena,15152.0,-1.23,2026-03-01
Harina de trigo,Cartagena,2400.0,-0.12,2026-03-01
Harina precocida de maíz,Cartagena,3271.0,-0.3,2026-03-01
Jugo instantáneo (sobre),Cartagena,81250.0,0.78,2026-03-01
Panela*,Cartagena,4938.0,-0.06,2026-03-01
Pastas alimenticias,Cartagena,6583.0,1.28,2026-03-01
Sal yodada,Cartagena,1100.0,3.58,2026-03-01
Salsa de tomate doy pack,Cartagena,18316.0,-0.47,2026-03-01
Sardinas en lata,Cartagena,10993.0,-0.55,2026-03-01
Ahuyama,Cali,1240.0,4.03,2026-03-01
Arveja verde en vaina,Cali,5411.0,15.5,2026-03-01
Cebolla cabezona blanca,Cali,1484.0,8.96,2026-03-01
Cebolla junca,Cali,3720.0,30.57,2026-03-01
Chócolo mazorca,Cali,1718.0,-11.26,2026-03-01
Fríjol verde*,Cali,4474.0,5.74,2026-03-01
Habichuela,Cali,5111.0,14.96,2026-03-01
Lechuga Batavia,Cali,1059.0,27.44,2026-03-01
Pepino cohombro,Cali,897.0,-60.54,2026-03-01
Pimentón,Cali,3266.0,-8.36,2026-03-01
Remolacha,Cali,2556.0,-5.65,2026-03-01
Repollo blanco,Cali,2556.0,-5.65,2026-03-01
Tomate*,Cali,4741.0,17.91,2026-03-01
Zanahoria,Cali,2074.0,26.39,2026-03-01
Aguacate papelillo,Cali,10215.0,-10.14,2026-03-01
Banano*,Cali,2295.0,-2.67,2026-03-01
Coco,Cali,4668.0,2.23,2026-03-01
Granadilla,Cali,8519.0,-1.39,2026-03-01
Guayaba pera,Cali,2512.0,35.13,2026-03-01
Limón Tahití,Cali,2595.0,142.98,2026-03-01
Lulo,Cali,4829.0,4.98,2026-03-01
Mandarina*,Cali,5674.0,8.89,2026-03-01
Mango Tommy,Cali,4337.0,38.21,2026-03-01
Manzana royal gala importada,Cali,7844.0,-16.2,2026-03-01
Maracuyá,Cali,6604.0,33.04,2026-03-01
Mora de Castilla,Cali,5089.0,2.37,2026-03-01
Naranja*,Cali,1734.0,0.41,2026-03-01
Papaya*,Cali,2775.0,4.64,2026-03-01
Pera importada,Cali,7554.0,-8.41,2026-03-01
Piña gold,Cali,2947.0,7.79,2026-03-01
Tomate de árbol,Cali,3665.0,31.27,2026-03-01
Uva red globe nacional,Cali,7870.0,8.4,2026-03-01
Arracacha*,Cali,3317.0,15.49,2026-03-01
Papa negra*,Cali,1517.0,-2.69,2026-03-01
Papa criolla limpia,Cali,3479.0,45.81,2026-03-01
Plátano hartón verde,Cali,2624.0,-0.94,2026-03-01
Yuca*,Cali,2322.0,-4.8,2026-03-01
Arroz de primera,Cali,3431.0,-1.46,2026-03-01
Arveja verde seca importada,Cali,4427.0,-1.78,2026-03-01
Fríjol seco*,Cali,7653.0,0.04,2026-03-01
Lenteja importada,Cali,4840.0,-5.41,2026-03-01
Maíz blanco trillado,Cali,2533.0,0.0,2026-03-01
Huevo tipo A**,Cali,388.0,4.58,2026-03-01
Queso costeño,Cali,20000.0,-18.09,2026-03-01
"Carne de cerdo, lomo sin hueso",Cali,26765.0,0.24,2026-03-01
Pechuga de pollo,Cali,16180.0,-0.43,2026-03-01
Aceite vegetal mezcla**,Cali,12157.0,-4.64,2026-03-01
Azúcar sulfitada,Cali,3217.0,1.97,2026-03-01
Café molido,Cali,51173.0,1.8,2026-03-01
Galletas saladas,Cali,19499.0,-0.17,2026-03-01
Harina de trigo,Cali,4499.0,1.26,2026-03-01
Harina precocida de maíz,Cali,4489.0,-2.81,2026-03-01
Jugo instantáneo (sobre),Cali,91667.0,-1.35,2026-03-01
Lomitos de atún en lata,Cali,23448.0,-3.12,2026-03-01
Margarina,Cali,30320.0,1.86,2026-03-01
Panela*,Cali,7372.0,0.44,2026-03-01
Pastas alimenticias,Cali,8472.0,1.67,2026-03-01
Sal yodada,Cali,2549.0,1.96,2026-03-01
Salsa de tomate doy pack,Cali,20833.0,-3.49,2026-03-01
Sardinas en lata,Cali,13889.0,-2.58,2026-03-01
Ahuyama,Cúcuta,1803.0,0.11,2026-03-01
Arveja verde en vaina,Cúcuta,6839.0,14.69,2026-03-01
Cebolla cabezona blanca,Cúcuta,1269.0,23.68,2026-03-01
Cebolla junca,Cúcuta,2357.0,37.19,2026-03-01
Chócolo mazorca,Cúcuta,2000.0,-8.17,2026-03-01
Fríjol verde*,Cúcuta,5603.0,-5.4,2026-03-01
Habichuela,Cúcuta,5373.0,12.95,2026-03-01
Lechuga Batavia,Cúcuta,1645.0,-5.73,2026-03-01
Pepino cohombro,Cúcuta,1316.0,-50.15,2026-03-01
Pimentón,Cúcuta,4931.0,20.39,2026-03-01
Remolacha,Cúcuta,2502.0,-3.95,2026-03-01
Repollo blanco,Cúcuta,2502.0,-3.95,2026-03-01
Tomate*,Cúcuta,3491.0,13.16,2026-03-01
Zanahoria,Cúcuta,1515.0,25.62,2026-03-01
Aguacate papelillo,Cúcuta,11603.0,-2.82,2026-03-01
Banano*,Cúcuta,3169.0,-0.75,2026-03-01
Granadilla,Cúcuta,8666.0,-3.02,2026-03-01
Guayaba pera,Cúcuta,2713.0,-8.56,2026-03-01
Limón Tahití,Cúcuta,3529.0,103.64,2026-03-01
Lulo,Cúcuta,6871.0,0.15,2026-03-01
Mandarina*,Cúcuta,6693.0,61.28,2026-03-01
Mango Tommy,Cúcuta,4979.0,53.77,2026-03-01
Manzana royal gala importada,Cúcuta,8639.0,-4.46,2026-03-01
Maracuyá,Cúcuta,6703.0,39.94,2026-03-01
Mora de Castilla,Cúcuta,5492.0,1.93,2026-03-01
Naranja*,Cúcuta,2331.0,17.08,2026-03-01
Papaya*,Cúcuta,2812.0,0.64,2026-03-01
Pera importada,Cúcuta,8593.0,-10.8,2026-03-01
Piña gold,Cúcuta,3114.0,4.11,2026-03-01
Tomate de árbol,Cúcuta,3600.0,4.05,2026-03-01
Arracacha*,Cúcuta,2418.0,34.04,2026-03-01
Papa negra*,Cúcuta,1182.0,6.01,2026-03-01
Papa criolla limpia,Cúcuta,3941.0,40.65,2026-03-01
Plátano hartón verde,Cúcuta,4106.0,-8.35,2026-03-01
Yuca*,Cúcuta,2655.0,3.83,2026-03-01
Arroz de primera,Cúcuta,3544.0,-1.06,2026-03-01
Arveja verde seca importada,Cúcuta,3600.0,3.51,2026-03-01
Fríjol seco*,Cúcuta,7000.0,-3.22,2026-03-01
Garbanzo importado,Cúcuta,5625.0,-8.79,2026-03-01
Lenteja importada,Cúcuta,5117.0,-3.98,2026-03-01
Maíz blanco trillado,Cúcuta,2518.0,-1.14,2026-03-01
Huevo tipo A**,Cúcuta,362.0,5.54,2026-03-01
Queso costeño,Cúcuta,25667.0,2.84,2026-03-01
"Carne de cerdo, lomo sin hueso",Cúcuta,19292.0,1.54,2026-03-01
"Carne de res, lomo fino",Cúcuta,39500.0,0.0,2026-03-01
Pechuga de pollo,Cúcuta,14717.0,-1.38,2026-03-01
Café molido,Cúcuta,52333.0,-2.96,2026-03-01
Galletas saladas,Cúcuta,18553.0,2.56,2026-03-01
Harina de trigo,Cúcuta,3179.0,0.25,2026-03-01
Harina precocida de maíz,Cúcuta,2644.0,-0.71,2026-03-01
Jugo instantáneo (sobre),Cúcuta,68750.0,-3.85,2026-03-01
Lomitos de atún en lata,Cúcuta,38046.0,0.0,2026-03-01
Margarina,Cúcuta,18133.0,-6.19,2026-03-01
Panela*,Cúcuta,6605.0,-4.69,2026-03-01
Pastas alimenticias,Cúcuta,3021.0,0.0,2026-03-01
Sal yodada,Cúcuta,2325.0,-0.09,2026-03-01
Salsa de tomate doy pack,Cúcuta,21476.0,0.1,2026-03-01
Sardinas en lata,Cúcuta,17533.0,0.19,2026-03-01
Ahuyama,Medellín,945.0,-15.55,2026-03-01
Arveja verde en vaina,Medellín,4634.0,1.42,2026-03-01
Cebolla cabezona blanca,Medellín,1377.0,9.03,2026-03-01
Cebolla junca,Medellín,3995.0,3.12,2026-03-01
Chócolo mazorca,Medellín,1723.0,-3.26,2026-03-01
Fríjol verde*,Medellín,3688.0,-1.34,2026-03-01
Habichuela,Medellín,2291.0,-43.47,2026-03-01
Lechuga Batavia,Medellín,1051.0,-1.96,2026-03-01
Pepino cohombro,Medellín,1111.0,-54.2,2026-03-01
Pimentón,Medellín,3886.0,6.26,2026-03-01
Remolacha,Medellín,2071.0,-2.4,2026-03-01
Repollo blanco,Medellín,553.0,12.86,2026-03-01
Tomate*,Medellín,4171.0,1.36,2026-03-01
Zanahoria,Medellín,1109.0,67.02,2026-03-01
Aguacate papelillo,Medellín,9877.0,-4.91,2026-03-01
Banano*,Medellín,1847.0,-0.32,2026-03-01
Coco,Medellín,6505.0,-5.17,2026-03-01
Granadilla,Medellín,5523.0,7.83,2026-03-01
Guayaba pera,Medellín,3165.0,45.65,2026-03-01
Limón Tahití,Medellín,3384.0,128.34,2026-03-01
Lulo,Medellín,4757.0,-2.94,2026-03-01
Mandarina*,Medellín,8732.0,2.48,2026-03-01
Mango Tommy,Medellín,4820.0,61.47,2026-03-01
Manzana royal gala importada,Medellín,7766.0,-17.61,2026-03-01
Maracuyá,Medellín,5524.0,31.49,2026-03-01
Mora de Castilla,Medellín,4682.0,20.64,2026-03-01
Naranja*,Medellín,2950.0,8.18,2026-03-01
Papaya*,Medellín,3801.0,-0.96,2026-03-01
Pera importada,Medellín,7271.0,-11.67,2026-03-01
Piña gold,Medellín,3663.0,9.84,2026-03-01
Tomate de árbol,Medellín,3328.0,25.77,2026-03-01
Uva red globe nacional,Medellín,8114.0,13.47,2026-03-01
Arracacha*,Medellín,1545.0,-4.04,2026-03-01
Papa negra*,Medellín,2240.0,7.54,2026-03-01
Papa criolla limpia,Medellín,3710.0,17.97,2026-03-01
Plátano hartón verde,Medellín,2552.0,0.04,2026-03-01
Yuca*,Medellín,2533.0,-11.0,2026-03-01
Arroz de primera,Medellín,3526.0,-0.98,2026-03-01
Arveja verde seca importada,Medellín,3572.0,-3.62,2026-03-01
Fríjol seco*,Medellín,10750.0,-0.69,2026-03-01
Garbanzo importado,Medellín,4986.0,-4.96,2026-03-01
Lenteja importada,Medellín,4756.0,-1.16,2026-03-01
Maíz blanco trillado,Medellín,2193.0,-2.53,2026-03-01
Huevo tipo A**,Medellín,414.0,5.88,2026-03-01
Queso costeño,Medellín,25625.0,-5.36,2026-03-01
"Carne de cerdo, lomo sin hueso",Medellín,24160.0,-1.94,2026-03-01
"Carne de res, lomo fino",Medellín,66340.0,3.66,2026-03-01
Pechuga de pollo,Medellín,19665.0,19.91,2026-03-01
Aceite vegetal mezcla**,Medellín,7901.0,-9.63,2026-03-01
Azúcar sulfitada,Medellín,3104.0,-1.02,2026-03-01
Café molido,Medellín,47222.0,0.92,2026-03-01
Galletas saladas,Medellín,16731.0,-0.81,2026-03-01
Harina de trigo,Medellín,4163.0,0.7,2026-03-01
Jugo instantáneo (sobre),Medellín,84375.0,-0.26,2026-03-01
Lomitos de atún en lata,Medellín,33772.0,0.67,2026-03-01
Margarina,Medellín,15393.0,1.92,2026-03-01
Panela*,Medellín,5947.0,-0.55,2026-03-01
Pastas alimenticias,Medellín,7379.0,-1.13,2026-03-01
Sal yodada,Medellín,2479.0,-3.88,2026-03-01
Salsa de tomate doy pack,Medellín,22630.0,0.62,2026-03-01
Sardinas en lata,Medellín,17893.0,1.73,2026-03-01
Ahuyama,Pereira,1678.0,-0.77,2026-03-01
Arveja verde en vaina,Pereira,6107.0,14.36,2026-03-01
Cebolla cabezona blanca,Pereira,1496.0,9.2,2026-03-01
Cebolla junca,Pereira,2674.0,30.82,2026-03-01
Fríjol verde*,Pereira,5606.0,5.89,2026-03-01
Habichuela,Pereira,5105.0,8.39,2026-03-01
Lechuga Batavia,Pereira,2068.0,6.54,2026-03-01
Pepino cohombro,Pereira,2030.0,-42.0,2026-03-01
Pimentón,Pereira,4767.0,16.38,2026-03-01
Remolacha,Pereira,3027.0,0.5,2026-03-01
Repollo blanco,Pereira,1985.0,49.02,2026-03-01
Tomate*,Pereira,4881.0,18.1,2026-03-01
Zanahoria,Pereira,1918.0,28.12,2026-03-01
Aguacate papelillo,Pereira,11759.0,4.33,2026-03-01
Banano*,Pereira,1996.0,3.63,2026-03-01
Coco,Pereira,4912.0,-1.62,2026-03-01
Granadilla,Pereira,9200.0,5.48,2026-03-01
Guayaba pera,Pereira,2674.0,15.21,2026-03-01
Limón Tahití,Pereira,2659.0,64.85,2026-03-01
Lulo,Pereira,4833.0,4.16,2026-03-01
Mandarina*,Pereira,5808.0,6.76,2026-03-01
Mango Tommy,Pereira,5267.0,55.28,2026-03-01
Manzana royal gala importada,Pereira,8268.0,-1.69,2026-03-01
Maracuyá,Pereira,6474.0,38.48,2026-03-01
Mora de Castilla,Pereira,6228.0,17.22,2026-03-01
Naranja*,Pereira,2121.0,-2.12,2026-03-01
Papaya*,Pereira,3181.0,9.2,2026-03-01
Pera importada,Pereira,7688.0,-6.81,2026-03-01
Piña gold,Pereira,4126.0,3.36,2026-03-01
Tomate de árbol,Pereira,4122.0,39.35,2026-03-01
Uva red globe nacional,Pereira,7900.0,6.51,2026-03-01
Arracacha*,Pereira,3461.0,46.34,2026-03-01
Papa negra*,Pereira,1600.0,-2.02,2026-03-01
Papa criolla limpia,Pereira,4142.0,26.71,2026-03-01
Plátano hartón verde,Pereira,2430.0,4.16,2026-03-01
Yuca*,Pereira,2664.0,-2.7,2026-03-01
Arroz de primera,Pereira,3746.0,0.0,2026-03-01
Arveja verde seca importada,Pereira,3870.0,0.0,2026-03-01
Fríjol seco*,Pereira,12250.0,0.0,2026-03-01
Garbanzo importado,Pereira,6655.0,0.0,2026-03-01
Lenteja importada,Pereira,5885.0,0.0,2026-03-01
Maíz blanco trillado,Pereira,2910.0,-0.17,2026-03-01
Huevo tipo A**,Pereira,437.0,9.25,2026-03-01
"Carne de cerdo, lomo sin hueso",Pereira,23300.0,-0.85,2026-03-01
"Carne de res, lomo fino",Pereira,44200.0,-1.78,2026-03-01
Aceite vegetal mezcla**,Pereira,10051.0,0.0,2026-03-01
Café molido,Pereira,55930.0,0.0,2026-03-01
Galletas saladas,Pereira,19314.0,0.0,2026-03-01
Harina de trigo,Pereira,4006.0,0.0,2026-03-01
Harina precocida de maíz,Pereira,4165.0,0.0,2026-03-01
Lomitos de atún en lata,Pereira,46865.0,0.64,2026-03-01
